TimeStamp,Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10,RAW_TP9,RAW_AF7,RAW_AF8,RAW_TP10,AUX_RIGHT,Accelerometer_X,Accelerometer_Y,Accelerometer_Z,Gyro_X,Gyro_Y,Gyro_Z,PPG_Ambient,PPG_IR,PPG_Red,Heart_Rate,HeadBandOn,HSI_TP9,HSI_AF7,HSI_AF8,HSI_TP10,Battery,Elements
2026-07-23 21:55:25.421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/event/connected Muse-02BF
2026-07-23 21:55:25.461,0.9894773,0.40807256,0.77521574,0.0,0.7285521,0.31514797,0.4346442,0.0,0.7651533,0.5453899,0.36524156,0.0,0.5236134,0.037336133,0.053240355,0.0,-0.01101599,-0.2162879,-0.44661194,0.0,890.4762,794.9817,803.8461,756.7033,728.0952,0.11273193359375,0.07080078125,1.005126953125,0.276641845703125,-1.7047119140625,-0.1495361328125,321538.4615384615,8.312615384615384E7,2.7841684981684983E7,90.80705,1,1.0,1.0,1.0,1.0,30.00
2026-07-23 21:55:26.174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2026-07-23 21:55:26.426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2026-07-23 21:55:26.471,0.7087358,0.4170153,0.55129087,0.0,0.7642354,0.3481784,0.42599183,0.0,0.9967889,0.6606917,0.5112276,0.0,0.50101835,0.09186749,-0.029230174,0.0,0.114342354,-0.35958165,-0.42974514,0.0,854.21246,792.1612,796.99634,792.96704,745.0183,0.11669921875,0.06890869140625,1.00439453125,-0.306549072265625,-1.95892333984375,-0.545806884765625,322344.32234432234,8.320835164835164E7,2.7841684981684983E7,90.4006,1,1.0,1.0,1.0,1.0,30.00
2026-07-23 21:55:27.475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2026-07-23 21:55:27.486,0.6800784,0.53575516,0.9729933,0.0,0.6843079,0.13791418,0.43079972,0.0,0.8636488,0.4742914,0.52248704,0.0,0.45586792,0.113562614,-0.043981235,0.0,0.41277155,-0.3686059,-0.3794708,0.0,645.09155,789.7436,810.293,799.41394,674.10254,0.12432861328125,0.0667724609375,1.00567626953125,-0.0,-1.45050048828125,-0.366363525390625,321538.4615384615,8.30632967032967E7,2.7803809523809522E7,86.14191,1,1.0,1.0,1.0,1.0,30.00
2026-07-23 21:55:27.659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2026-07-23 21:55:28.496,0.21207029,1.2700815,1.4592891,0.0,0.57150614,0.77888936,1.1495816,0.0,0.8977609,0.5455349,0.9463488,0.0,0.6651448,0.09340708,-0.019215662,0.0,-0.12794176,-0.2028568,-0.36794782,0.0,946.8865,804.2491,811.50183,841.7216,892.8938,0.12322998046875,0.06182861328125,1.00604248046875,0.2392578125,-1.966400146484375,-0.31402587890625,322344.32234432234,8.279736263736263E7,2.772080586080586E7,79.996445,1,1.0,1.0,1.0,1.0,30.00
2026-07-23 21:55:28.591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2026-07-23 21:55:29.504,0.13704565,0.87102723,1.0728304,0.0,0.74512273,0.49950936,0.76695883,0.0,1.2528926,0.571771,0.94078296,0.0,0.6291783,-0.06135093,-0.09388518,0.0,-0.076360874,-0.2518388,-0.41921246,0.0,709.5604,800.2198,807.47253,822.381,942.8571,0.11993408203125,0.06036376953125,1.009521484375,0.007476806640625,-1.9140625,-0.441131591796875,323956.04395604396,8.274095238095237E7,2.767970695970696E7,75.27883,1,1.0,1.0,1.0,1.0,30.00
2026-07-23 21:55:29.822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2026-07-23 21:55:29.999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2026-07-23 21:55:30.507,-0.037835877,0.3540434,0.18867114,0.0,0.86323416,0.2359839,-0.21478653,0.0,1.2866665,0.35619426,0.5488426,0.0,0.5526583,-0.21017809,-0.15553577,0.0,0.11793155,-0.29980314,-0.28514552,0.0,699.0842,789.7436,807.0696,781.685,603.9927,0.125,0.05865478515625,1.00457763671875,0.1495361328125,-1.8243408203125,-0.246734619140625,325567.7655677656,8.27796336996337E7,2.7698241758241758E7,71.60884,1,1.0,1.0,1.0,1.0,30.00
2026-07-23 21:55:31.031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2026-07-23 21:55:31.224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2026-07-23 21:55:31.523,-0.30080476,0.649547,0.4523394,0.0,0.59094787,0.44066644,-0.030032814,0.0,1.0140345,0.1393146,0.5333769,0.0,0.47588977,-0.24858087,-0.20283476,0.0,0.28160962,-0.20184386,-0.23692311,0.0,791.3553,792.96704,811.50183,726.8865,662.8205,0.1246337890625,0.06036376953125,1.00762939453125,0.485992431640625,-1.801910400390625,0.1495361328125,322344.32234432234,8.263860805860806E7,2.7707106227106225E7,69.78459,1,1.0,1.0,1.0,1.0,30.00
2026-07-23 21:55:32.152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2026-07-23 21:55:32.518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2026-07-23 21:55:32.533,0.85958827,0.43890974,0.7685182,0.0,0.91235745,0.40015948,0.5362273,0.0,0.86824846,0.28917322,0.81837523,0.0,0.54406446,0.050347675,0.27228138,0.0,0.09688131,-0.25575125,-0.07495311,0.0,955.34796,784.5055,797.3993,947.28937,838.0952,0.11773681640625,0.071044921875,1.01263427734375,0.620574951171875,-3.043060302734375,-2.818756103515625,321538.4615384615,8.269904761904761E7,2.769904761904762E7,69.63863,1,1.0,1.0,1.0,2.0,30.00
2026-07-23 21:55:33.368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2026-07-23 21:55:33.535,1.3849022,0.71100587,1.17287,0.0,1.1886883,0.4147375,0.85704374,0.0,1.0784901,0.28917322,0.81837523,0.0,0.44398242,0.08394372,0.3773517,0.0,0.16361283,-0.21880533,0.0101407105,0.0,874.35895,797.3993,815.12823,724.4689,776.8498,0.1224365234375,0.03106689453125,1.010986328125,1.495361328125,-2.4224853515625,-1.772003173828125,323956.04395604396,8.270871794871795E7,2.772967032967033E7,69.63863,1,1.0,1.0,1.0,2.0,30.00
2026-07-23 21:55:34.552,0.95780426,0.8871971,0.82308763,0.0,0.7017707,0.6162058,0.7367192,0.0,0.628959,0.28951526,0.58567613,0.0,0.6302102,0.07952857,0.1426456,0.0,0.18868537,-0.3768646,-0.14437589,0.0,820.7692,796.5934,786.1172,791.75824,807.8755,0.12347412109375,0.034423828125,1.01287841796875,0.73272705078125,-2.6318359375,-0.5084228515625,323150.1831501831,8.263296703296703E7,2.771032967032967E7,70.238075,1,1.0,1.0,1.0,1.0,30.00
2026-07-23 21:55:34.588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2026-07-23 21:55:35.553,0.88010705,1.0063242,0.96744025,0.0,0.60762,0.72821367,0.89905614,0.0,1.0098456,0.36656794,0.58567613,0.0,0.47192255,0.12544218,0.15323734,0.0,0.17992418,-0.3822366,-0.13576774,0.0,985.9707,749.45056,834.4689,929.5604,921.0989,0.13055419921875,0.04034423828125,1.0076904296875,0.97198486328125,-2.213134765625,-0.3887939453125,323150.1831501831,8.247179487179486E7,2.763054945054945E7,69.09557,1,1.0,1.0,1.0,2.0,30.00
2026-07-23 21:55:35.669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2026-07-23 21:55:35.920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2026-07-23 21:55:36.554,1.1676985,1.1248205,0.96744025,0.0,0.9181438,0.92793417,0.89905614,0.0,0.9454062,0.47004306,0.58567613,0.0,0.4553759,0.04474524,0.15323734,0.0,0.087549746,-0.37135997,-0.13576774,0.0,657.5824,796.99634,795.78754,832.4542,821.1722,0.13494873046875,0.0299072265625,1.00372314453125,0.5682373046875,-3.297271728515625,0.351409912109375,322344.32234432234,8.24403663003663E7,2.765391941391941E7,69.12914,1,1.0,1.0,1.0,1.0,30.00
2026-07-23 21:55:37.035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2026-07-23 21:55:37.564,1.2976251,1.3327489,0.96744025,0.0,1.0212361,1.1286715,0.89905614,0.0,0.8705537,0.45545912,0.58567613,0.0,0.52899045,0.07686042,0.15323734,0.0,0.12506497,-0.34095517,-0.13576774,0.0,938.8278,799.011,804.2491,784.10254,867.50916,0.12860107421875,0.0428466796875,1.009033203125,0.485992431640625,-2.175750732421875,0.04486083984375,323150.1831501831,8.248871794871795E7,2.7624102564102564E7,70.84312,1,1.0,1.0,1.0,2.0,30.00
2026-07-23 21:55:38.098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2026-07-23 21:55:38.526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2026-07-23 21:55:38.579,1.2976251,1.3327489,0.9757796,0.0,1.0212361,1.1286715,0.03572927,0.0,0.8705537,0.45545912,0.26462665,0.0,0.52899045,0.07686042,0.16751622,0.0,0.12506497,-0.34095517,-0.50182027,0.0,721.6484,796.99634,806.26373,764.35895,525.0183,0.1402587890625,0.03570556640625,1.00079345703125,0.246734619140625,-2.489776611328125,-0.351409912109375,321538.4615384615,8.259589743589744E7,2.7618461538461536E7,72.40225,1,2.0,1.0,1.0,2.0,30.00
2026-07-23 21:55:39.319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2026-07-23 21:55:39.569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2026-07-23 21:55:39.586,0.15069287,1.142541,0.8716785,0.0,0.4533319,0.4810766,0.19223452,0.0,0.9471646,0.45234722,0.48741958,0.0,0.36389896,0.13975292,0.07744567,0.0,0.119583264,-0.2721668,-0.45650294,0.0,927.1429,799.011,804.65204,774.83514,889.2674,0.1278076171875,0.0322265625,1.0111083984375,0.64300537109375,-0.994415283203125,-0.01495361328125,323150.1831501831,8.247582417582418E7,2.7618461538461536E7,74.03604,1,1.0,1.0,1.0,2.0,30.00
2026-07-23 21:55:40.596,0.15069287,1.3481078,0.58825284,0.0,0.4533319,0.7220436,0.48229873,0.0,0.9471646,0.36377913,0.29615256,0.0,0.36389896,0.03640362,0.12254492,0.0,0.119583264,-0.34811744,-0.26269588,0.0,667.6557,778.0586,814.3223,906.99634,685.78754,0.12811279296875,0.067626953125,1.00762939453125,7.618865966796875,-4.32159423828125,-8.501129150390625,322344.32234432234,8.246695970695971E7,2.7686959706959706E7,74.65814,1,1.0,1.0,1.0,1.0,30.00
2026-07-23 21:55:40.683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2026-07-23 21:55:41.604,0.15069287,0.87677896,1.0263344,0.0,0.4533319,0.540367,0.16253674,0.0,0.9471646,0.089085855,0.47416002,0.0,0.36389896,0.063402474,0.030885315,0.0,0.119583264,-0.5031514,-0.25683257,0.0,839.707,791.3553,829.6337,846.55676,714.7985,0.1143798828125,0.15008544921875,1.0003662109375,0.844879150390625,-5.5926513671875,18.43780517578125,320732.6007326007,8.251692307692307E7,2.769098901098901E7,75.40402,1,2.0,1.0,1.0,2.0,30.00
2026-07-23 21:55:41.795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2026-07-23 21:55:42.611,0.15069287,1.100283,1.0646635,0.0,0.4533319,0.5330052,0.60074675,0.0,0.9471646,0.26312456,0.6615993,0.0,0.36389896,-0.16279556,0.04162428,0.0,0.119583264,-0.3517451,-0.1965994,0.0,947.28937,797.8022,806.26373,724.4689,853.8095,0.1409912109375,0.1553955078125,0.99346923828125,0.201873779296875,-1.622467041015625,11.8731689453125,323150.1831501831,8.233882783882783E7,2.7528205128205128E7,76.26518,1,2.0,1.0,1.0,2.0,30.00
2026-07-23 21:55:42.895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
